Tiempo (s), T1 (C), T2 (C), PWM_Heater1, PWM_Heater2
0.01, 28.35, 28.84, 0, 0
1.04, 28.35, 28.84, 0, 0
2.04, 28.35, 28.84, 0, 0
3.04, 28.35, 28.84, 0, 0
4.04, 27.86, 28.35, 0, 0
5.04, 28.35, 28.84, 0, 0
6.05, 28.35, 28.84, 0, 0
7.05, 28.35, 28.35, 0, 0
8.05, 27.86, 28.84, 0, 0
9.05, 27.86, 28.35, 0, 0
10.05, 28.35, 28.35, 0, 0
11.05, 28.35, 28.84, 0, 0
12.06, 27.86, 28.35, 0, 0
13.06, 28.35, 28.84, 0, 0
14.06, 27.86, 28.84, 0, 0
15.06, 27.86, 28.84, 0, 0
16.06, 27.86, 28.35, 0, 0
17.06, 27.86, 28.35, 0, 0
18.06, 27.86, 28.35, 0, 0
19.07, 27.86, 28.35, 0, 0
20.07, 27.86, 28.84, 128, 0
21.07, 27.86, 28.84, 128, 0
22.07, 27.86, 28.35, 128, 0
23.07, 27.86, 28.35, 128, 0
24.08, 27.86, 28.35, 128, 0
25.08, 27.86, 28.35, 128, 0
26.08, 27.86, 29.33, 128, 0
27.08, 28.35, 28.84, 128, 0
28.08, 28.35, 29.33, 128, 0
29.08, 28.35, 29.33, 128, 0
30.09, 28.35, 28.84, 128, 0
31.09, 28.35, 29.33, 128, 0
32.09, 27.86, 28.84, 128, 0
33.09, 27.86, 29.33, 128, 0
34.10, 27.86, 29.33, 128, 0
35.10, 27.86, 29.33, 128, 0
36.10, 27.86, 29.33, 128, 0
37.10, 27.86, 29.33, 128, 0
38.10, 27.37, 29.81, 128, 0
39.10, 28.35, 30.30, 128, 0
40.11, 27.86, 30.30, 128, 0
41.11, 28.35, 30.30, 128, 0
42.11, 28.35, 30.30, 128, 0
43.11, 27.86, 30.79, 128, 0
44.11, 28.35, 30.30, 128, 0
45.11, 27.37, 30.30, 128, 0
46.12, 27.86, 30.30, 128, 0
47.12, 27.86, 30.79, 128, 0
48.12, 27.86, 30.79, 128, 0
49.12, 27.86, 30.79, 128, 0
50.12, 28.35, 31.28, 128, 0
51.13, 28.35, 31.77, 128, 0
52.13, 27.86, 31.77, 128, 0
53.13, 28.35, 31.77, 128, 0
54.13, 28.35, 32.26, 128, 0
55.13, 28.84, 32.26, 128, 0
56.13, 27.86, 31.77, 128, 0
57.14, 27.86, 32.26, 128, 0
58.14, 27.86, 32.26, 128, 0
59.14, 27.86, 32.26, 128, 0
60.14, 27.86, 32.26, 128, 0
61.14, 27.37, 33.24, 128, 0
62.15, 28.35, 33.24, 128, 0
63.15, 28.35, 33.72, 128, 0
64.15, 28.35, 33.72, 128, 0
65.15, 28.35, 33.72, 128, 0
66.15, 28.35, 34.21, 128, 0
67.15, 27.86, 33.72, 128, 0
68.16, 27.86, 34.21, 128, 0
69.16, 28.35, 34.21, 128, 0
70.16, 27.86, 34.21, 128, 0
71.16, 28.35, 34.70, 128, 0
72.16, 27.37, 35.19, 128, 0
73.16, 28.35, 35.19, 128, 0
74.17, 28.84, 35.68, 128, 0
75.17, 28.35, 35.68, 128, 0
76.17, 28.84, 35.68, 128, 0
77.17, 28.84, 36.66, 128, 0
78.18, 28.35, 35.68, 128, 0
79.18, 28.35, 36.17, 128, 0
80.18, 28.35, 36.17, 128, 0
81.18, 28.35, 36.66, 128, 0
82.18, 28.35, 36.17, 128, 0
83.18, 27.86, 37.15, 128, 0
84.19, 28.84, 37.15, 128, 0
85.19, 29.33, 37.63, 128, 0
86.19, 28.84, 37.63, 128, 0
87.19, 28.84, 38.12, 128, 0
88.19, 28.84, 38.12, 128, 0
89.19, 28.84, 37.63, 128, 0
90.20, 28.84, 38.12, 128, 0
91.20, 28.84, 38.12, 128, 0
92.20, 28.84, 38.12, 128, 0
93.20, 28.84, 38.61, 128, 0
94.20, 28.84, 37.15, 128, 0
95.20, 29.33, 39.59, 128, 0
96.21, 29.33, 39.59, 128, 0
97.21, 29.33, 39.59, 128, 0
98.21, 29.33, 39.59, 128, 0
99.21, 29.81, 40.08, 128, 0
100.21, 29.81, 39.59, 128, 0
101.22, 28.84, 40.08, 128, 0
102.22, 29.33, 40.08, 128, 0
103.22, 29.33, 40.08, 128, 0
104.22, 29.33, 40.08, 128, 0
105.22, 29.33, 41.06, 128, 0
106.22, 29.81, 41.54, 128, 0
107.23, 29.81, 41.06, 128, 0
108.23, 29.81, 41.54, 128, 0
109.23, 30.30, 41.54, 128, 0
110.23, 29.81, 41.54, 128, 0
111.23, 29.81, 42.03, 128, 0
112.24, 29.81, 42.03, 128, 0
113.24, 29.81, 42.03, 128, 0
114.24, 30.30, 43.01, 128, 0
115.24, 30.30, 43.50, 128, 0
116.24, 30.30, 43.50, 128, 0
117.25, 30.30, 43.50, 128, 0
118.25, 30.30, 43.50, 128, 0
119.25, 30.30, 43.50, 128, 0
120.25, 30.30, 43.50, 128, 0
121.25, 30.30, 43.50, 128, 0
122.26, 30.30, 43.50, 128, 0
123.26, 30.79, 43.99, 128, 0
124.26, 30.79, 43.99, 128, 0
125.26, 30.79, 43.99, 128, 0
126.26, 30.79, 44.48, 128, 0
127.26, 31.28, 44.97, 128, 0
128.27, 30.79, 44.48, 128, 0
129.27, 30.79, 44.48, 128, 0
130.27, 30.30, 44.48, 128, 0
131.27, 30.79, 44.48, 128, 0
132.27, 31.28, 45.45, 128, 0
133.28, 31.28, 45.45, 128, 0
134.28, 31.28, 45.45, 128, 0
135.28, 31.28, 45.94, 128, 0
136.28, 31.28, 45.94, 128, 0
137.28, 31.28, 45.45, 128, 0
138.29, 31.28, 45.45, 128, 0
139.29, 31.28, 45.94, 128, 0
140.29, 31.28, 45.94, 128, 0
141.29, 30.79, 45.94, 128, 0
142.29, 31.77, 46.43, 128, 0
143.30, 31.77, 46.43, 128, 0
144.30, 31.77, 46.92, 128, 0
145.30, 31.77, 47.41, 128, 0
146.30, 31.77, 46.43, 128, 0
147.30, 31.28, 46.92, 128, 0
148.30, 31.77, 46.92, 128, 0
149.31, 31.77, 46.92, 128, 0
150.31, 31.28, 47.41, 128, 0
151.31, 32.26, 47.41, 128, 0
152.31, 32.26, 47.41, 128, 0
153.31, 32.26, 47.90, 128, 0
154.32, 32.26, 48.39, 128, 0
155.32, 32.26, 47.41, 128, 0
156.32, 31.77, 47.41, 128, 0
157.32, 32.26, 47.90, 128, 0
158.32, 32.26, 47.90, 128, 0
159.33, 31.77, 48.39, 128, 0
160.33, 32.75, 48.39, 128, 0
161.33, 32.75, 48.39, 128, 0
162.33, 32.75, 48.88, 128, 0
163.33, 32.75, 48.88, 128, 0
164.33, 32.75, 48.39, 128, 0
165.34, 32.75, 48.39, 128, 0
166.34, 32.26, 48.39, 128, 0
167.34, 32.75, 48.39, 128, 0
168.34, 32.75, 49.36, 128, 0
169.34, 33.24, 48.88, 128, 0
170.35, 33.24, 49.36, 128, 0
171.35, 33.24, 49.36, 128, 0
172.35, 33.24, 49.36, 128, 0
173.35, 33.24, 49.36, 128, 0
174.35, 33.24, 49.36, 128, 0
175.35, 33.24, 49.36, 128, 0
176.36, 33.24, 48.88, 128, 0
177.36, 33.72, 49.85, 128, 0
178.36, 33.72, 50.34, 128, 0
179.36, 33.72, 50.34, 128, 0
180.36, 33.72, 50.34, 128, 0
181.37, 34.21, 50.34, 128, 0
182.37, 33.24, 50.34, 128, 0
183.37, 33.24, 50.34, 128, 0
184.37, 33.72, 50.34, 128, 0
185.37, 33.72, 49.85, 128, 0
186.38, 34.21, 50.83, 128, 0
187.38, 34.21, 50.83, 128, 0
188.38, 34.21, 50.83, 128, 0
189.38, 34.21, 51.32, 128, 0
190.38, 34.70, 50.83, 128, 0
191.38, 34.21, 50.83, 128, 0
192.39, 34.21, 50.83, 128, 0
193.39, 34.21, 51.32, 128, 0
194.39, 34.21, 50.83, 128, 0
195.39, 34.21, 51.81, 128, 0
196.39, 34.21, 52.30, 128, 0
197.40, 34.70, 52.30, 128, 0
198.40, 34.70, 52.30, 128, 0
199.40, 34.70, 51.81, 128, 0
200.40, 34.21, 52.30, 128, 0
201.40, 34.21, 52.30, 128, 0
202.40, 34.70, 51.81, 128, 0
203.41, 34.70, 52.30, 128, 0
204.41, 35.19, 52.79, 128, 0
205.41, 35.19, 52.79, 128, 0
206.41, 35.19, 52.79, 128, 0
207.41, 35.19, 53.27, 128, 0
208.42, 35.19, 52.79, 128, 0
209.42, 34.70, 52.79, 128, 0
210.42, 34.70, 52.79, 128, 0
211.42, 34.70, 52.79, 128, 0
212.42, 34.70, 52.79, 128, 0
213.43, 35.68, 53.27, 128, 0
214.43, 35.68, 53.27, 128, 0
215.43, 35.68, 53.76, 128, 0
216.43, 35.68, 53.76, 128, 0
217.43, 35.68, 53.76, 128, 0
218.44, 35.68, 53.76, 128, 0
219.44, 35.68, 53.76, 128, 0
220.44, 35.68, 53.76, 128, 0
221.44, 35.68, 54.25, 128, 0
222.44, 35.68, 54.74, 128, 0
223.44, 35.68, 54.74, 128, 0
224.45, 36.17, 54.74, 128, 0
225.45, 36.17, 54.74, 128, 0
226.45, 36.66, 54.74, 128, 0
227.45, 35.68, 54.74, 128, 0
228.45, 36.17, 54.74, 128, 0
229.46, 35.68, 54.74, 128, 0
230.46, 36.17, 54.74, 128, 0
231.46, 36.66, 55.23, 128, 0
232.46, 36.17, 55.23, 128, 0
233.46, 36.66, 55.23, 128, 0
234.47, 36.66, 55.23, 128, 0
235.47, 37.15, 54.74, 128, 0
236.47, 36.17, 54.74, 128, 0
237.47, 36.17, 55.23, 128, 0
238.47, 36.17, 55.23, 128, 0
239.47, 36.17, 54.74, 128, 0
240.48, 36.66, 55.72, 128, 0
241.48, 37.15, 56.21, 128, 0
242.48, 36.66, 56.21, 128, 0
243.48, 36.66, 56.21, 128, 0
244.48, 37.15, 55.72, 128, 0
245.49, 36.66, 56.21, 128, 0
246.49, 36.66, 56.21, 128, 0
247.49, 36.66, 55.72, 128, 0
248.49, 36.66, 55.23, 128, 0
249.49, 37.15, 56.21, 128, 0
250.49, 37.15, 56.70, 128, 0
251.50, 37.15, 56.70, 128, 0
252.50, 37.15, 56.70, 128, 0
253.50, 37.63, 56.70, 128, 0
254.50, 37.15, 56.21, 128, 0
255.50, 37.15, 56.21, 128, 0
256.51, 37.15, 56.21, 128, 0
257.51, 37.15, 56.21, 128, 0
258.51, 37.63, 57.18, 128, 0
259.51, 37.63, 57.67, 128, 0
260.51, 37.63, 57.18, 128, 0
261.52, 37.63, 57.67, 128, 0
262.52, 37.63, 56.70, 128, 0
263.52, 37.63, 57.18, 128, 0
264.52, 37.15, 57.18, 128, 0
265.52, 37.63, 57.18, 128, 0
266.52, 37.63, 57.67, 128, 0
267.53, 38.12, 57.67, 128, 0
268.53, 38.12, 58.16, 128, 0
269.53, 37.63, 58.16, 128, 0
270.53, 38.12, 58.16, 128, 0
271.53, 38.12, 57.67, 128, 0
272.54, 37.63, 57.67, 128, 0
273.54, 37.63, 57.67, 128, 0
274.54, 38.12, 58.16, 128, 0
275.54, 38.12, 58.16, 128, 0
276.54, 38.12, 58.16, 128, 0
277.54, 38.12, 58.65, 128, 0
278.55, 38.12, 58.65, 128, 0
279.55, 38.61, 58.65, 128, 0
280.55, 38.12, 58.16, 128, 0
281.55, 38.61, 58.16, 128, 0
282.55, 38.12, 58.16, 128, 0
283.56, 38.12, 57.67, 128, 0
284.56, 38.12, 58.65, 128, 0
285.56, 39.10, 58.65, 128, 0
286.56, 39.10, 58.65, 128, 0
287.56, 39.10, 58.65, 128, 0
288.57, 39.10, 59.14, 128, 0
289.57, 38.61, 58.16, 128, 0
290.57, 38.61, 58.16, 128, 0
291.57, 38.61, 58.16, 128, 0
292.57, 38.61, 58.65, 128, 0
293.58, 38.61, 59.14, 128, 0
294.58, 39.10, 59.14, 128, 0
295.58, 39.10, 59.14, 128, 0
296.58, 39.10, 59.14, 128, 0
297.58, 39.10, 59.63, 128, 0
298.58, 39.10, 58.65, 128, 0
299.59, 39.10, 58.65, 128, 0
300.59, 39.10, 59.14, 128, 0
301.59, 39.10, 59.14, 128, 0
302.59, 38.61, 59.63, 128, 0
303.59, 39.10, 59.63, 128, 0
304.60, 39.59, 59.63, 128, 0
305.60, 39.59, 59.63, 128, 0
306.60, 39.59, 60.12, 128, 0
307.60, 39.10, 59.14, 128, 0
308.60, 39.10, 59.14, 128, 0
309.61, 39.10, 59.14, 128, 0
310.61, 39.10, 59.14, 128, 0
311.61, 39.10, 59.63, 128, 0
312.61, 39.59, 59.63, 128, 0
313.61, 40.08, 59.63, 128, 0
314.61, 40.08, 60.12, 128, 0
315.62, 40.08, 60.12, 128, 0
316.62, 39.59, 59.14, 128, 0
317.62, 39.59, 59.63, 128, 0
318.62, 39.59, 59.14, 128, 0
319.62, 39.59, 59.63, 128, 0
320.63, 39.10, 59.63, 128, 0
321.63, 40.08, 60.12, 128, 0
322.63, 40.57, 59.63, 128, 0
323.63, 40.57, 60.12, 128, 0
324.63, 40.57, 59.63, 128, 0
325.64, 40.08, 59.14, 128, 0
326.64, 40.08, 59.63, 128, 0
327.64, 40.57, 59.63, 128, 0
328.64, 40.08, 59.63, 128, 0
329.64, 40.08, 60.12, 128, 0
330.64, 40.57, 60.12, 128, 0
331.64, 41.06, 60.12, 128, 0
332.65, 41.06, 59.63, 128, 0
333.65, 40.57, 59.63, 128, 0
334.65, 40.08, 59.63, 128, 0
335.65, 40.57, 59.63, 128, 0
336.66, 40.57, 59.63, 128, 0
337.66, 40.57, 59.63, 128, 0
338.66, 41.06, 60.12, 128, 0
339.66, 41.06, 60.12, 128, 0
340.66, 41.06, 60.12, 128, 0
341.66, 41.06, 60.12, 128, 0
342.67, 41.54, 60.12, 128, 0
343.67, 40.57, 60.12, 128, 0
344.67, 40.57, 59.63, 128, 0
345.67, 40.57, 60.12, 128, 0
346.67, 40.57, 59.63, 128, 0
347.68, 41.06, 60.61, 128, 0
348.68, 41.06, 60.61, 128, 0
349.68, 41.54, 60.61, 128, 0
350.68, 41.06, 60.61, 128, 0
351.68, 41.06, 60.12, 128, 0
352.69, 41.06, 60.12, 128, 0
353.69, 41.06, 60.12, 128, 0
354.69, 41.06, 60.61, 128, 0
355.69, 41.06, 60.61, 128, 0
356.69, 41.54, 61.09, 128, 0
357.69, 41.54, 60.61, 128, 0
358.70, 41.54, 61.09, 128, 0
359.70, 41.54, 61.09, 128, 0
360.70, 41.54, 60.12, 128, 0
361.70, 41.06, 60.61, 128, 0
362.70, 41.06, 60.12, 128, 0
363.71, 41.54, 60.61, 128, 0
364.71, 41.06, 59.63, 128, 0
365.71, 41.54, 61.09, 128, 0
366.71, 42.03, 61.09, 128, 0
367.71, 42.03, 61.09, 128, 0
368.72, 41.54, 61.09, 128, 0
369.72, 42.03, 61.09, 128, 0
370.72, 41.54, 61.09, 128, 0
371.72, 41.54, 60.61, 128, 0
372.72, 41.54, 60.61, 128, 0
373.73, 41.54, 60.12, 128, 0
374.73, 42.03, 61.09, 128, 0
375.73, 42.03, 61.58, 128, 0
376.73, 42.03, 61.58, 128, 0
377.73, 42.03, 61.58, 128, 0
378.73, 42.52, 61.09, 128, 0
379.74, 41.54, 61.09, 128, 0
380.74, 41.54, 61.09, 128, 0
381.74, 41.54, 61.09, 128, 0
382.74, 41.54, 60.61, 128, 0
383.74, 42.03, 61.58, 128, 0
384.75, 42.52, 61.58, 128, 0
385.75, 42.52, 61.58, 128, 0
386.75, 42.52, 61.58, 128, 0
387.75, 43.01, 61.09, 128, 0
388.75, 42.03, 61.09, 128, 0
389.75, 42.03, 61.09, 128, 0
390.76, 42.52, 61.09, 128, 0
391.76, 42.03, 61.09, 128, 0
392.76, 42.52, 61.58, 128, 0
393.76, 42.52, 61.58, 128, 0
394.76, 43.01, 61.58, 128, 0
395.77, 43.01, 62.07, 128, 0
396.77, 43.50, 61.09, 128, 0
397.77, 42.52, 61.58, 128, 0
398.77, 42.52, 61.09, 128, 0
399.77, 42.03, 61.58, 128, 0
400.77, 42.52, 61.09, 128, 0
401.78, 42.52, 61.58, 128, 0
402.78, 42.52, 62.07, 128, 0
403.78, 42.52, 61.58, 128, 0
404.78, 43.01, 61.58, 128, 0
405.78, 43.01, 61.58, 128, 0
406.79, 42.52, 61.58, 128, 0
407.79, 42.52, 61.09, 128, 0
408.79, 42.52, 61.58, 128, 0
409.79, 42.52, 61.09, 128, 0
410.79, 43.01, 62.07, 128, 0
411.80, 43.01, 62.07, 128, 0
412.80, 43.01, 62.07, 128, 0
413.80, 43.01, 62.07, 128, 0
414.80, 43.50, 62.07, 128, 0
415.80, 42.52, 61.58, 128, 0
416.80, 43.01, 61.58, 128, 0
417.81, 42.52, 61.58, 128, 0
418.81, 42.52, 61.58, 128, 0
419.81, 43.01, 62.07, 128, 0
420.81, 43.01, 62.56, 128, 0
421.81, 43.01, 62.56, 128, 0
422.82, 43.01, 62.56, 128, 0
423.82, 43.50, 62.07, 128, 0
424.82, 43.01, 62.07, 128, 0
425.82, 43.01, 62.07, 128, 0
426.82, 42.52, 62.07, 128, 0
427.83, 43.01, 62.07, 128, 0
428.83, 43.01, 62.56, 128, 0
429.83, 43.01, 62.56, 128, 0
430.83, 43.50, 62.56, 128, 0
431.83, 43.50, 62.56, 128, 0
432.83, 43.50, 62.07, 128, 0
433.84, 43.01, 62.07, 128, 0
434.84, 43.01, 61.58, 128, 0
435.84, 43.01, 62.07, 128, 0
436.84, 43.01, 61.58, 128, 0
437.84, 43.50, 62.07, 128, 0
438.85, 43.50, 62.56, 128, 0
439.85, 43.50, 62.56, 128, 0
440.85, 43.50, 62.56, 128, 0
441.85, 43.50, 63.05, 128, 0
442.85, 43.01, 62.07, 128, 0
443.85, 43.50, 62.07, 128, 0
444.86, 43.01, 62.07, 128, 0
445.86, 43.01, 62.56, 128, 0
446.86, 42.52, 62.56, 128, 0
447.86, 43.50, 63.05, 128, 0
448.86, 43.50, 63.05, 128, 0
449.87, 43.50, 63.05, 128, 0
450.87, 43.50, 62.56, 0, 0
451.87, 43.01, 62.56, 0, 0
452.87, 43.01, 62.56, 0, 0
453.87, 43.01, 62.56, 0, 0
454.88, 43.50, 62.56, 0, 0
455.88, 43.01, 62.56, 0, 0
456.88, 43.50, 62.56, 0, 0
457.88, 43.50, 62.56, 0, 0
458.88, 43.50, 62.07, 0, 0
459.88, 43.50, 62.07, 0, 0
460.89, 43.01, 62.07, 0, 0
461.89, 43.50, 62.07, 0, 0
462.89, 43.50, 61.58, 0, 0
463.89, 43.50, 62.07, 0, 0
464.89, 43.50, 61.58, 0, 0
465.89, 43.50, 61.58, 0, 0
466.90, 43.50, 61.58, 0, 0
467.90, 43.50, 61.58, 0, 0
468.90, 43.50, 61.58, 0, 0
469.90, 43.50, 61.09, 0, 0
470.90, 43.50, 61.09, 0, 0
471.91, 43.50, 61.09, 0, 0
472.91, 43.50, 61.09, 0, 0
473.91, 43.01, 61.09, 0, 0
474.91, 43.01, 60.61, 0, 0
475.91, 43.01, 60.61, 0, 0
476.91, 43.01, 60.61, 0, 0
477.92, 43.01, 60.12, 0, 0
478.92, 43.01, 60.12, 0, 0
479.92, 43.01, 59.63, 0, 0
480.92, 43.01, 60.12, 0, 0
481.92, 43.50, 59.63, 0, 0
482.92, 43.01, 59.63, 0, 0
483.93, 43.01, 59.63, 0, 0
484.93, 43.01, 59.14, 0, 0
485.93, 43.01, 59.63, 0, 0
486.93, 43.01, 59.14, 0, 0
487.93, 43.01, 59.14, 0, 0
488.94, 43.01, 59.14, 0, 0
489.94, 43.01, 59.14, 0, 0
490.94, 43.01, 58.65, 0, 0
491.94, 43.01, 58.65, 0, 0
492.94, 43.01, 58.16, 0, 0
493.94, 42.52, 58.16, 0, 0
494.95, 43.01, 58.16, 0, 0
495.95, 42.52, 57.67, 0, 0
496.95, 42.52, 57.67, 0, 0
497.95, 42.52, 57.67, 0, 0
498.95, 43.01, 57.67, 0, 0
499.95, 43.01, 57.18, 0, 0
500.96, 43.01, 57.18, 0, 0
501.96, 42.52, 56.70, 0, 0
502.96, 43.01, 56.70, 0, 0
503.96, 42.52, 56.70, 0, 0
504.96, 42.52, 56.21, 0, 0
505.97, 43.01, 56.21, 0, 0
506.97, 43.01, 56.21, 0, 0
507.97, 43.01, 55.72, 0, 0
508.97, 43.01, 55.72, 0, 0
509.97, 43.01, 55.72, 0, 0
510.97, 42.52, 55.72, 0, 0
511.98, 42.52, 55.23, 0, 0
512.98, 42.52, 55.23, 0, 0
513.98, 42.52, 55.23, 0, 0
514.98, 42.52, 55.23, 0, 0
515.98, 42.52, 55.23, 0, 0
516.98, 42.52, 54.74, 0, 0
517.99, 42.52, 54.74, 0, 0
518.99, 42.52, 54.74, 0, 0
519.99, 42.52, 54.74, 0, 0
520.99, 42.03, 54.74, 0, 0
521.99, 42.03, 54.25, 0, 0
523.00, 42.03, 54.25, 0, 0
524.00, 42.52, 54.25, 0, 0
525.00, 42.03, 54.25, 0, 0
526.00, 42.03, 54.25, 0, 0
527.00, 42.03, 53.76, 0, 0
528.01, 42.03, 53.76, 0, 0
529.01, 42.03, 53.76, 0, 0
530.01, 42.03, 53.27, 0, 0
531.01, 42.03, 53.27, 0, 0
532.01, 42.03, 53.27, 0, 0
533.01, 42.03, 53.27, 0, 0
534.02, 42.03, 52.79, 0, 0
535.02, 42.03, 52.79, 0, 0
536.02, 42.03, 52.30, 0, 0
537.02, 41.54, 52.30, 0, 0
538.02, 42.03, 52.30, 0, 0
539.02, 42.03, 51.81, 0, 0
540.03, 41.54, 51.81, 0, 0
541.03, 41.54, 51.32, 0, 0
542.03, 41.54, 51.32, 0, 0
543.03, 41.54, 51.32, 0, 0
544.03, 41.54, 50.83, 0, 0
545.03, 41.54, 50.83, 0, 0
546.04, 41.54, 50.83, 0, 0
547.04, 41.54, 50.34, 0, 0
548.04, 41.54, 50.34, 0, 0
549.04, 41.54, 50.34, 0, 0
550.04, 41.54, 50.34, 0, 0
551.05, 41.54, 50.34, 0, 0
552.05, 41.54, 49.85, 0, 0
553.05, 41.06, 49.85, 0, 0
554.05, 41.06, 49.85, 0, 0
555.05, 41.54, 49.36, 0, 0
556.05, 41.06, 49.36, 0, 0
557.06, 41.06, 49.36, 0, 0
558.06, 41.06, 49.36, 0, 0
559.06, 40.57, 49.36, 0, 0
560.06, 41.06, 49.36, 0, 0
561.06, 41.06, 49.36, 0, 0
562.07, 40.57, 48.88, 0, 0
563.07, 40.57, 48.88, 0, 0
564.07, 41.06, 48.88, 0, 0
565.07, 40.57, 48.88, 0, 0
566.07, 41.06, 48.88, 0, 0
567.07, 40.57, 48.88, 0, 0
568.08, 41.06, 48.39, 0, 0
569.08, 41.06, 48.39, 0, 0
570.08, 40.57, 48.39, 0, 0
571.08, 40.57, 47.90, 0, 0
572.08, 40.57, 47.90, 0, 0
573.09, 40.57, 47.90, 0, 0
574.09, 40.57, 47.90, 0, 0
575.09, 40.08, 47.90, 0, 0
576.09, 40.57, 47.41, 0, 0
577.09, 40.08, 46.92, 0, 0
578.09, 40.57, 47.41, 0, 0
579.09, 40.08, 47.41, 0, 0
580.10, 40.08, 46.92, 0, 0
581.10, 40.08, 46.92, 0, 0
582.10, 40.08, 46.43, 0, 0
583.10, 40.08, 46.43, 0, 0
584.10, 40.08, 46.43, 0, 0
585.11, 40.08, 46.43, 0, 0
586.11, 40.08, 46.43, 0, 0
587.11, 40.08, 45.94, 0, 0
588.11, 40.08, 45.94, 0, 0
589.11, 39.59, 45.94, 0, 0
590.11, 40.08, 45.45, 0, 0
591.12, 39.59, 45.45, 0, 0
592.12, 39.59, 45.45, 0, 0
593.12, 39.59, 44.97, 0, 0
594.12, 39.59, 45.45, 0, 0
595.12, 39.59, 45.45, 0, 0
596.13, 39.59, 44.97, 0, 0
597.13, 39.59, 44.97, 0, 0
598.13, 39.59, 44.97, 0, 0
599.13, 39.59, 44.48, 0, 0
600.13, 39.59, 44.97, 0, 0
601.14, 39.59, 44.48, 0, 0
602.14, 39.59, 44.48, 0, 0
603.14, 39.10, 44.48, 0, 0
604.14, 39.10, 43.99, 0, 0
605.14, 39.10, 43.99, 0, 0
606.14, 39.10, 43.99, 0, 0
607.15, 39.10, 43.99, 0, 0
608.15, 39.10, 43.99, 0, 0
609.15, 39.10, 43.50, 0, 0
610.15, 39.10, 43.99, 0, 0
611.15, 39.10, 43.50, 0, 0
612.15, 39.10, 43.50, 0, 0
613.16, 39.10, 43.50, 0, 0
614.16, 39.10, 43.50, 0, 0
615.16, 39.10, 43.01, 0, 0
616.16, 39.10, 43.50, 0, 0
617.16, 38.61, 43.01, 0, 0
618.16, 38.61, 43.01, 0, 0
619.17, 38.61, 42.52, 0, 0
620.17, 38.61, 42.52, 0, 0
621.17, 38.61, 42.52, 0, 0
622.17, 38.61, 42.52, 0, 0
623.17, 38.61, 42.52, 0, 0
624.18, 38.61, 42.52, 0, 0
625.18, 38.61, 42.52, 0, 0
626.18, 38.61, 42.03, 0, 0
627.18, 38.12, 42.52, 0, 0
628.18, 38.61, 42.52, 0, 0
629.18, 38.12, 42.03, 0, 0
630.19, 38.12, 42.03, 0, 0
631.19, 38.61, 42.03, 0, 0
632.19, 38.12, 42.03, 0, 0
633.19, 38.12, 41.54, 0, 0
634.19, 38.12, 42.03, 0, 0
635.20, 38.12, 41.54, 0, 0
636.20, 38.12, 41.54, 0, 0
637.20, 38.12, 41.54, 0, 0
638.20, 38.12, 41.54, 0, 0
639.20, 38.12, 41.54, 0, 0
640.20, 37.63, 41.54, 0, 0
641.21, 37.63, 41.06, 0, 0
642.21, 37.63, 41.06, 0, 0
643.21, 37.63, 41.06, 0, 0
644.21, 37.63, 41.06, 0, 0
645.21, 37.63, 41.06, 0, 0
646.22, 37.63, 40.57, 0, 0
647.22, 37.63, 40.57, 0, 0
648.22, 37.63, 40.57, 0, 0
649.22, 37.63, 40.57, 0, 0
650.22, 37.63, 40.57, 0, 0
651.22, 37.63, 40.57, 0, 0
652.22, 37.63, 40.08, 0, 0
653.23, 37.63, 40.08, 0, 0
654.23, 37.15, 40.08, 0, 0
655.23, 37.15, 40.08, 0, 0
656.23, 37.15, 40.08, 0, 0
657.23, 37.15, 40.08, 0, 0
658.24, 37.15, 40.08, 0, 0
659.24, 37.15, 40.08, 0, 0
660.24, 37.15, 40.08, 0, 0
661.24, 37.15, 39.59, 0, 0
662.24, 37.15, 39.59, 0, 0
663.25, 36.66, 39.59, 0, 0
664.25, 37.15, 39.59, 0, 0
665.25, 36.66, 39.59, 0, 0
666.25, 36.66, 39.10, 0, 0
667.25, 36.66, 39.10, 0, 0
668.25, 36.66, 39.10, 0, 0
669.26, 36.66, 39.10, 0, 0
670.26, 36.66, 39.10, 0, 0
671.26, 36.66, 39.10, 0, 0
672.26, 36.66, 39.10, 0, 0
673.26, 36.17, 39.10, 0, 0
674.27, 36.17, 39.10, 0, 0
675.27, 36.66, 39.10, 0, 0
676.27, 36.17, 38.61, 0, 0
677.27, 36.17, 38.61, 0, 0
678.27, 36.66, 38.61, 0, 0
679.27, 36.17, 38.61, 0, 0
680.28, 36.17, 38.61, 0, 0
681.28, 36.17, 38.61, 0, 0
682.28, 36.17, 38.61, 0, 0
683.28, 36.17, 38.12, 0, 0
684.28, 36.17, 38.12, 0, 0
685.28, 36.17, 38.12, 0, 0
686.29, 36.17, 38.12, 0, 0
687.29, 36.17, 38.12, 0, 0
688.29, 35.68, 38.12, 0, 0
689.29, 35.68, 37.63, 0, 0
