Tiempo (s), T1 (C), T2 (C), PWM_Heater1, PWM_Heater2
1370.56, 66.47, 42.03, 0, 128
1371.56, 66.96, 42.52, 0, 128
1372.56, 66.47, 42.03, 0, 128
1373.56, 66.96, 42.52, 0, 128
1374.56, 66.47, 42.03, 0, 128
1375.56, 66.47, 42.52, 0, 128
1376.57, 66.96, 43.01, 0, 128
1377.57, 66.47, 42.03, 0, 128
1378.57, 66.96, 42.52, 0, 128
1379.57, 66.47, 42.52, 0, 128
1380.58, 66.96, 42.52, 0, 128
1381.58, 66.47, 42.03, 0, 128
1382.58, 65.98, 42.52, 0, 128
1383.58, 66.96, 43.01, 0, 128
1384.58, 66.47, 42.03, 0, 128
1385.58, 66.96, 42.52, 0, 128
1386.59, 66.47, 42.03, 0, 128
1387.59, 66.96, 43.01, 0, 128
1388.59, 66.96, 42.03, 0, 128
1389.59, 65.98, 43.01, 0, 128
1390.59, 66.96, 43.01, 0, 128
1391.60, 66.47, 42.03, 0, 128
1392.60, 66.96, 43.01, 0, 128
1393.60, 66.47, 42.03, 0, 128
1394.60, 66.96, 43.01, 0, 128
1395.60, 67.45, 42.52, 0, 128
1396.60, 66.47, 42.52, 0, 128
1397.61, 67.45, 43.01, 0, 128
1398.61, 66.47, 42.52, 0, 128
1399.61, 67.45, 42.52, 0, 128
1400.61, 66.96, 42.52, 0, 0
