Tiempo (s), T1 (C), T2 (C), PWM_Heater1, PWM_Heater2
91.20, 39.10, 27.86, 0, 128
92.20, 39.10, 27.37, 0, 128
93.20, 39.10, 27.86, 0, 128
94.20, 39.59, 27.86, 0, 128
95.20, 39.59, 27.86, 0, 128
96.21, 39.59, 27.37, 0, 128
97.21, 40.08, 27.86, 0, 128
98.21, 40.08, 27.86, 0, 128
99.21, 40.08, 27.86, 0, 128
100.21, 41.06, 28.35, 0, 128
101.22, 40.57, 27.86, 0, 128
102.22, 40.57, 27.86, 0, 128
103.22, 41.54, 28.84, 0, 128
104.22, 41.06, 27.86, 0, 128
105.22, 42.03, 28.35, 0, 128
106.22, 42.03, 27.86, 0, 128
107.23, 42.03, 27.37, 0, 128
108.23, 42.52, 28.35, 0, 128
109.23, 42.52, 28.35, 0, 128
110.23, 43.01, 28.84, 0, 128
111.23, 43.50, 28.35, 0, 128
112.24, 43.50, 28.84, 0, 128
113.24, 43.99, 28.84, 0, 128
114.24, 43.50, 28.84, 0, 128
115.24, 43.50, 28.84, 0, 128
116.24, 44.48, 29.33, 0, 128
117.25, 44.48, 28.84, 0, 128
118.25, 44.97, 29.33, 0, 128
119.25, 45.45, 28.84, 0, 128
120.25, 44.97, 28.35, 0, 128
121.25, 45.45, 29.33, 0, 128
122.25, 45.45, 29.33, 0, 128
123.26, 44.97, 29.33, 0, 128
124.26, 45.94, 29.81, 0, 128
125.26, 45.45, 28.84, 0, 128
126.26, 46.43, 29.81, 0, 128
127.26, 45.94, 29.33, 0, 128
128.27, 46.43, 29.81, 0, 128
129.27, 46.92, 29.81, 0, 128
130.27, 46.43, 29.33, 0, 128
131.27, 46.92, 29.81, 0, 128
132.27, 47.41, 29.81, 0, 128
133.27, 46.92, 29.33, 0, 128
134.28, 47.41, 29.81, 0, 128
135.28, 47.41, 29.81, 0, 128
136.28, 47.41, 29.81, 0, 128
137.28, 47.90, 30.79, 0, 128
138.29, 47.90, 29.81, 0, 128
139.29, 48.39, 30.30, 0, 128
140.29, 48.39, 30.30, 0, 128
141.29, 48.39, 29.33, 0, 128
142.29, 48.88, 30.30, 0, 128
143.29, 48.88, 30.30, 0, 128
144.30, 48.88, 30.79, 0, 128
145.30, 49.36, 30.30, 0, 128
146.30, 49.36, 30.79, 0, 128
147.30, 49.85, 30.79, 0, 128
148.30, 49.85, 30.30, 0, 128
149.30, 49.36, 30.79, 0, 128
150.31, 50.34, 30.79, 0, 128
151.31, 50.34, 30.79, 0, 128
152.31, 50.34, 30.79, 0, 128
153.31, 50.83, 30.79, 0, 128
154.31, 50.34, 30.30, 0, 128
155.32, 50.83, 31.28, 0, 128
156.32, 50.83, 30.79, 0, 128
157.32, 50.34, 31.28, 0, 128
158.32, 51.32, 31.77, 0, 128
159.32, 50.83, 31.28, 0, 128
160.33, 51.32, 31.28, 0, 128
161.33, 51.32, 31.77, 0, 128
162.33, 51.32, 31.77, 0, 128
163.33, 51.81, 31.77, 0, 128
164.33, 51.81, 31.28, 0, 128
165.34, 52.30, 31.77, 0, 128
166.34, 52.30, 31.77, 0, 128
167.34, 51.81, 31.28, 0, 128
168.34, 52.30, 31.77, 0, 128
169.34, 52.30, 31.77, 0, 128
170.34, 52.30, 32.26, 0, 128
171.35, 53.27, 32.75, 0, 128
172.35, 52.79, 31.77, 0, 128
173.35, 53.27, 32.26, 0, 128
174.35, 53.76, 32.26, 0, 128
175.35, 52.79, 31.77, 0, 128
176.36, 53.76, 32.26, 0, 128
177.36, 53.27, 32.26, 0, 128
178.36, 52.79, 32.75, 0, 128
179.36, 53.76, 33.24, 0, 128
180.36, 53.76, 32.26, 0, 128
181.37, 53.76, 32.75, 0, 128
182.37, 54.25, 32.26, 0, 128
183.37, 54.25, 32.75, 0, 128
184.37, 54.74, 33.24, 0, 128
185.37, 54.25, 32.75, 0, 128
186.37, 54.74, 33.24, 0, 128
187.38, 55.23, 32.75, 0, 128
188.38, 54.25, 32.26, 0, 128
189.38, 55.23, 33.24, 0, 128
190.38, 54.74, 33.24, 0, 128
191.38, 54.25, 33.24, 0, 128
192.39, 55.72, 33.72, 0, 128
193.39, 55.23, 33.24, 0, 128
194.39, 55.72, 33.72, 0, 128
195.39, 55.23, 33.24, 0, 128
196.39, 55.23, 33.72, 0, 128
197.40, 56.21, 33.72, 0, 128
198.40, 55.72, 33.24, 0, 128
199.40, 56.21, 33.72, 0, 128
200.40, 56.21, 33.72, 0, 128
201.40, 55.72, 33.24, 0, 128
202.40, 56.21, 34.21, 0, 128
203.41, 56.21, 33.72, 0, 128
204.41, 55.72, 34.21, 0, 128
205.41, 56.70, 34.70, 0, 128
206.41, 56.70, 33.72, 0, 128
207.41, 56.70, 34.21, 0, 128
208.41, 56.70, 33.72, 0, 128
209.42, 56.70, 33.72, 0, 128
210.42, 57.67, 34.70, 0, 128
211.42, 57.18, 34.21, 0, 128
212.42, 57.67, 34.70, 0, 128
213.43, 57.67, 34.70, 0, 128
214.43, 57.67, 34.21, 0, 128
215.43, 58.16, 34.70, 0, 128
216.43, 57.67, 34.21, 0, 128
217.43, 57.67, 34.70, 0, 128
218.43, 58.16, 34.70, 0, 128
219.44, 57.67, 34.70, 0, 128
220.44, 58.65, 35.19, 0, 128
221.44, 59.14, 34.70, 0, 128
222.44, 58.16, 34.21, 0, 128
223.44, 58.65, 35.19, 0, 128
224.45, 58.16, 34.70, 0, 128
225.45, 58.16, 35.19, 0, 128
226.45, 59.14, 35.68, 0, 128
227.45, 58.65, 34.70, 0, 128
228.45, 58.65, 35.68, 0, 128
229.45, 59.63, 35.19, 0, 128
230.46, 58.65, 34.70, 0, 128
231.46, 59.14, 35.19, 0, 128
232.46, 58.65, 35.19, 0, 128
233.46, 59.14, 35.68, 0, 128
234.46, 59.63, 35.19, 0, 128
235.47, 59.14, 35.68, 0, 128
236.47, 59.63, 35.68, 0, 128
237.47, 59.14, 35.68, 0, 128
238.47, 59.14, 36.17, 0, 128
239.47, 59.63, 36.17, 0, 128
240.48, 59.63, 35.68, 0, 128
241.48, 59.63, 36.17, 0, 128
242.48, 60.12, 35.68, 0, 128
243.48, 59.63, 35.68, 0, 128
244.48, 60.61, 36.17, 0, 128
245.48, 59.63, 36.17, 128, 128
246.49, 60.61, 36.66, 128, 128
247.49, 60.12, 36.66, 128, 128
248.49, 60.61, 36.66, 128, 128
249.49, 60.61, 36.17, 128, 128
250.49, 59.63, 36.66, 128, 128
251.50, 61.58, 37.15, 128, 128
252.50, 60.61, 37.15, 128, 128
253.50, 61.09, 37.63, 128, 128
254.50, 60.61, 36.17, 128, 128
255.50, 61.09, 37.63, 128, 128
256.51, 60.61, 37.15, 128, 128
257.51, 61.09, 37.63, 128, 128
258.51, 61.09, 37.63, 128, 128
259.51, 61.58, 38.12, 128, 128
260.51, 61.09, 38.12, 128, 128
261.52, 61.09, 38.12, 128, 128
262.52, 61.09, 37.63, 128, 128
263.52, 61.09, 38.12, 128, 128
264.52, 61.58, 38.12, 128, 128
265.52, 61.58, 39.10, 128, 128
266.52, 62.56, 38.61, 128, 128
267.53, 60.61, 38.61, 128, 128
268.53, 62.07, 38.61, 128, 128
269.53, 61.09, 39.10, 128, 128
270.53, 61.58, 40.08, 128, 128
271.54, 62.07, 39.10, 128, 128
272.54, 62.07, 40.08, 128, 128
273.54, 62.07, 40.57, 128, 128
274.54, 62.07, 40.08, 128, 128
275.54, 61.58, 39.59, 128, 128
276.55, 62.07, 40.57, 128, 128
277.55, 62.07, 40.57, 128, 128
278.55, 62.56, 41.54, 128, 128
279.55, 62.07, 41.54, 128, 128
280.55, 63.05, 41.54, 128, 128
281.55, 61.58, 41.06, 128, 128
282.56, 61.58, 41.54, 128, 128
283.56, 62.07, 40.57, 128, 128
284.56, 62.07, 42.52, 128, 128
285.56, 62.56, 42.52, 128, 128
286.56, 62.56, 42.52, 128, 128
287.57, 62.56, 43.50, 128, 128
288.57, 62.56, 42.03, 128, 128
289.57, 63.05, 43.01, 128, 128
290.57, 62.56, 43.50, 128, 128
291.57, 63.54, 44.48, 128, 128
292.58, 63.05, 43.99, 128, 128
293.58, 64.03, 43.99, 128, 128
294.58, 63.05, 43.99, 128, 128
295.58, 63.54, 44.48, 128, 128
296.58, 63.05, 43.99, 128, 128
297.58, 64.03, 45.45, 128, 128
298.59, 64.52, 45.45, 128, 128
299.59, 63.54, 45.94, 128, 128
300.59, 64.03, 45.45, 128, 128
301.59, 63.54, 44.97, 128, 128
302.60, 64.03, 46.43, 128, 128
303.60, 64.03, 45.94, 128, 128
304.60, 64.52, 46.92, 128, 128
305.60, 64.03, 46.43, 128, 128
306.60, 65.00, 46.92, 128, 128
307.61, 64.03, 46.43, 128, 128
308.61, 64.52, 47.41, 128, 128
309.61, 64.03, 46.92, 128, 128
310.61, 65.00, 47.90, 128, 128
311.61, 65.00, 47.90, 128, 128
312.61, 65.00, 48.39, 128, 128
313.62, 65.49, 47.90, 128, 128
314.62, 64.03, 48.39, 128, 128
315.62, 65.00, 48.39, 128, 128
316.62, 64.52, 48.88, 128, 128
317.63, 65.98, 49.85, 128, 128
318.63, 65.49, 48.88, 128, 128
319.63, 65.98, 50.34, 128, 128
320.63, 65.00, 48.88, 128, 128
321.63, 65.98, 49.85, 128, 128
322.63, 65.49, 49.36, 128, 128
323.64, 65.98, 50.83, 128, 128
324.64, 65.98, 50.34, 128, 128
325.64, 66.47, 51.32, 128, 128
326.64, 65.49, 50.34, 128, 128
327.64, 65.98, 50.83, 128, 128
328.65, 65.98, 50.83, 128, 128
329.65, 65.98, 51.81, 128, 128
330.65, 67.45, 51.32, 128, 128
331.65, 66.47, 52.30, 128, 128
332.65, 66.96, 52.79, 128, 128
333.66, 66.47, 51.32, 128, 128
334.66, 66.96, 52.79, 128, 128
335.66, 66.47, 51.81, 128, 128
336.66, 67.45, 52.79, 128, 128
337.66, 66.96, 52.79, 128, 128
338.67, 67.45, 53.76, 128, 128
339.67, 66.96, 52.79, 128, 128
340.67, 66.96, 53.27, 128, 128
341.67, 66.47, 52.79, 128, 128
342.67, 66.96, 54.25, 128, 128
343.67, 66.96, 53.76, 128, 128
344.68, 67.94, 54.25, 128, 128
345.68, 67.45, 53.27, 128, 128
346.68, 66.96, 54.25, 128, 128
347.68, 66.96, 54.25, 128, 128
348.69, 66.47, 54.25, 128, 128
349.69, 68.43, 54.74, 128, 128
350.69, 66.96, 55.23, 128, 128
351.69, 67.94, 55.23, 128, 128
352.69, 66.96, 54.25, 128, 128
353.70, 67.45, 55.72, 128, 128
354.70, 67.45, 54.74, 128, 128
355.70, 67.45, 56.21, 128, 128
356.70, 67.94, 55.72, 128, 128
357.70, 68.43, 56.70, 128, 128
358.70, 67.94, 55.72, 128, 128
359.71, 67.94, 56.21, 128, 128
360.71, 66.96, 55.72, 128, 128
361.71, 67.94, 56.21, 128, 128
362.71, 67.94, 56.70, 128, 128
363.71, 67.94, 57.18, 128, 128
364.72, 67.94, 57.18, 128, 128
365.72, 67.94, 56.70, 128, 128
366.72, 68.43, 56.70, 128, 128
367.72, 67.45, 57.18, 128, 128
368.72, 67.94, 57.67, 128, 128
369.73, 68.43, 57.18, 128, 128
370.73, 68.91, 58.65, 128, 128
371.73, 68.91, 57.18, 128, 128
372.73, 68.91, 58.16, 128, 128
373.73, 68.43, 57.67, 128, 128
374.74, 68.91, 58.16, 128, 128
375.74, 68.91, 58.65, 128, 128
376.74, 69.40, 59.14, 128, 128
377.74, 69.40, 58.65, 128, 128
378.74, 69.40, 59.14, 128, 128
379.75, 68.43, 58.65, 128, 128
380.75, 68.91, 59.14, 128, 128
381.75, 69.40, 59.14, 128, 128
382.75, 69.89, 60.12, 128, 128
383.75, 70.38, 59.63, 128, 128
384.76, 69.40, 59.63, 128, 128
385.76, 69.89, 59.63, 128, 128
386.76, 68.91, 59.63, 128, 128
387.76, 69.89, 60.12, 128, 128
388.76, 69.40, 59.63, 128, 128
389.77, 70.38, 61.09, 128, 128
390.77, 69.89, 60.61, 128, 128
391.77, 69.89, 60.61, 128, 128
392.77, 69.40, 60.12, 128, 128
393.77, 69.89, 61.09, 128, 128
394.77, 70.38, 61.09, 128, 128
395.78, 70.87, 61.58, 128, 128
396.78, 70.38, 61.09, 128, 128
397.78, 70.87, 61.58, 128, 128
398.78, 69.89, 61.09, 128, 128
399.78, 70.38, 61.58, 128, 128
400.79, 70.87, 61.09, 128, 128
401.79, 69.89, 62.07, 128, 128
402.79, 71.36, 62.07, 128, 128
403.79, 70.87, 61.58, 128, 128
404.80, 70.87, 62.07, 128, 128
405.80, 69.89, 61.58, 128, 128
406.80, 70.38, 62.56, 128, 128
407.80, 69.89, 62.56, 128, 128
408.80, 71.36, 62.56, 128, 128
409.80, 70.87, 62.56, 128, 128
410.81, 71.36, 63.05, 128, 128
411.81, 70.87, 62.56, 128, 128
412.81, 70.87, 63.05, 128, 128
413.81, 70.87, 62.56, 128, 128
414.81, 71.36, 63.54, 128, 128
415.82, 71.36, 63.54, 128, 128
416.82, 71.36, 64.03, 128, 128
417.82, 71.85, 63.54, 128, 128
418.82, 70.87, 63.54, 128, 128
419.82, 71.85, 63.54, 128, 128
420.83, 71.85, 63.54, 128, 128
421.83, 72.83, 65.00, 128, 128
422.83, 71.85, 64.03, 128, 128
423.83, 72.83, 64.03, 128, 128
424.83, 71.36, 64.03, 128, 128
425.84, 72.34, 64.52, 128, 128
426.84, 71.85, 63.54, 128, 128
427.84, 72.83, 65.00, 128, 128
428.84, 72.83, 65.00, 128, 128
429.84, 73.31, 65.00, 128, 128
430.85, 72.34, 64.52, 128, 128
431.85, 72.83, 65.00, 128, 128
432.85, 72.83, 65.00, 128, 128
433.85, 71.85, 65.49, 128, 128
434.85, 73.80, 65.49, 128, 128
435.86, 73.31, 65.49, 128, 128
436.86, 73.80, 65.00, 128, 128
437.86, 72.83, 64.52, 128, 128
438.86, 72.83, 65.98, 128, 128
439.86, 72.83, 64.52, 128, 128
440.86, 73.80, 65.98, 128, 128
441.87, 73.31, 65.49, 128, 128
442.87, 73.80, 66.47, 128, 128
443.87, 72.83, 65.49, 128, 128
444.87, 73.31, 65.98, 128, 128
445.88, 72.83, 65.98, 128, 128
446.88, 73.80, 66.47, 128, 128
447.88, 73.31, 66.47, 128, 128
448.88, 73.80, 66.96, 128, 128
449.88, 73.80, 66.47, 128, 128
450.88, 72.83, 66.47, 128, 0
451.89, 72.83, 66.96, 128, 0
452.89, 72.83, 66.96, 128, 0
453.89, 72.83, 66.96, 128, 0
454.89, 73.80, 67.45, 128, 0
455.89, 73.80, 67.45, 128, 0
456.90, 73.80, 67.94, 128, 0
457.90, 73.80, 67.94, 128, 0
458.90, 73.31, 67.45, 128, 0
459.90, 73.31, 67.45, 128, 0
460.90, 73.31, 67.45, 128, 0
461.91, 73.31, 67.45, 128, 0
462.91, 73.31, 67.94, 128, 0
463.91, 73.31, 67.94, 128, 0
464.91, 73.31, 67.94, 128, 0
465.91, 73.31, 67.94, 128, 0
466.92, 73.80, 67.45, 128, 0
467.92, 72.83, 67.45, 128, 0
468.92, 72.83, 67.94, 128, 0
469.92, 72.34, 67.45, 128, 0
470.92, 72.34, 67.45, 128, 0
471.92, 72.83, 68.43, 128, 0
472.93, 72.83, 68.43, 128, 0
473.93, 72.34, 68.43, 128, 0
474.93, 72.34, 68.91, 128, 0
475.93, 72.34, 67.94, 128, 0
476.93, 71.85, 67.94, 128, 0
477.94, 71.85, 67.94, 128, 0
478.94, 71.85, 68.43, 128, 0
479.94, 71.36, 68.91, 128, 0
480.94, 72.34, 68.43, 128, 0
481.94, 71.85, 68.91, 128, 0
482.95, 71.85, 68.91, 128, 0
483.95, 71.85, 68.91, 128, 0
484.95, 71.36, 68.43, 128, 0
485.95, 70.87, 68.43, 128, 0
486.95, 70.87, 68.91, 128, 0
487.95, 70.38, 68.43, 128, 0
488.95, 70.87, 69.40, 128, 0
489.96, 70.87, 69.89, 128, 0
490.96, 70.87, 69.89, 128, 0
491.96, 70.38, 69.89, 128, 0
492.96, 70.87, 69.89, 128, 0
493.97, 69.89, 69.89, 128, 0
494.97, 69.89, 69.40, 128, 0
495.97, 69.89, 69.89, 128, 0
496.97, 69.89, 70.38, 128, 0
497.97, 69.89, 70.38, 128, 0
498.97, 69.89, 70.38, 128, 0
499.98, 69.89, 70.38, 128, 0
500.98, 69.89, 70.38, 128, 0
501.98, 69.40, 70.38, 128, 0
502.98, 68.91, 70.38, 128, 0
503.98, 68.91, 69.89, 128, 0
504.99, 68.91, 70.38, 128, 0
505.99, 68.43, 70.87, 128, 0
506.99, 68.91, 70.87, 128, 0
507.99, 68.43, 70.87, 128, 0
508.99, 68.43, 70.87, 128, 0
510.00, 68.43, 71.36, 128, 0
511.00, 67.94, 70.38, 128, 0
512.00, 67.94, 70.38, 128, 0
513.00, 67.45, 70.38, 128, 0
514.00, 67.45, 70.38, 128, 0
515.01, 67.94, 71.36, 128, 0
516.01, 67.94, 71.36, 128, 0
517.01, 67.94, 71.36, 128, 0
518.01, 67.45, 71.36, 128, 0
519.01, 67.45, 70.87, 128, 0
520.01, 66.96, 70.87, 128, 0
521.02, 66.96, 70.87, 128, 0
522.02, 66.47, 70.87, 128, 0
523.02, 66.96, 70.38, 128, 0
524.02, 66.96, 71.36, 128, 0
525.02, 66.96, 71.36, 128, 0
526.03, 66.96, 71.85, 128, 0
527.03, 66.96, 71.85, 128, 0
528.03, 66.96, 71.36, 128, 0
529.03, 65.98, 71.36, 128, 0
530.03, 65.98, 71.36, 128, 0
531.03, 65.98, 71.36, 128, 0
532.04, 65.49, 70.87, 128, 0
533.04, 65.98, 71.85, 128, 0
534.04, 65.98, 71.85, 128, 0
535.04, 65.98, 71.85, 128, 0
536.04, 65.49, 71.85, 128, 0
537.05, 65.49, 71.36, 128, 0
538.05, 65.00, 71.36, 128, 0
539.05, 65.00, 71.36, 128, 0
540.05, 65.00, 71.36, 128, 0
541.05, 64.52, 71.36, 128, 0
542.05, 65.00, 72.34, 128, 0
543.06, 65.00, 72.34, 128, 0
544.06, 64.52, 72.34, 128, 0
545.06, 64.52, 72.34, 128, 0
546.06, 65.00, 71.85, 128, 0
547.06, 64.03, 71.85, 128, 0
548.07, 64.03, 71.85, 128, 0
549.07, 63.54, 71.85, 128, 0
550.07, 63.54, 71.36, 128, 0
551.07, 64.03, 72.34, 128, 0
552.07, 64.03, 72.34, 128, 0
553.08, 63.54, 71.85, 128, 0
554.08, 63.54, 72.34, 128, 0
555.08, 63.05, 71.36, 128, 0
556.08, 63.05, 71.85, 128, 0
557.08, 62.56, 71.85, 128, 0
558.09, 62.56, 71.36, 128, 0
559.09, 62.56, 71.85, 128, 0
560.09, 62.56, 72.34, 128, 0
561.09, 62.56, 72.34, 128, 0
562.09, 63.05, 72.34, 128, 0
563.09, 62.56, 72.34, 128, 0
564.10, 62.07, 71.85, 128, 0
565.10, 62.07, 71.85, 128, 0
566.10, 62.07, 71.85, 128, 0
567.10, 61.58, 71.36, 128, 0
568.10, 61.58, 72.34, 128, 0
569.11, 62.07, 72.34, 128, 0
570.11, 62.07, 72.34, 128, 0
571.11, 62.07, 72.34, 128, 0
572.11, 61.58, 72.83, 128, 0
573.11, 61.09, 71.85, 128, 0
574.11, 61.09, 71.85, 128, 0
575.12, 61.09, 72.34, 128, 0
576.12, 61.09, 72.34, 128, 0
577.12, 61.09, 72.83, 128, 0
578.12, 61.58, 72.83, 128, 0
579.13, 61.09, 72.83, 128, 0
580.13, 61.09, 72.83, 128, 0
581.13, 61.58, 72.34, 128, 0
582.13, 60.61, 71.85, 128, 0
583.13, 60.61, 71.85, 128, 0
584.13, 60.61, 71.85, 128, 0
585.14, 60.61, 72.34, 128, 0
586.14, 61.09, 72.34, 128, 0
587.14, 61.09, 72.34, 128, 0
588.14, 60.61, 72.34, 128, 0
589.14, 60.61, 72.83, 128, 0
590.15, 60.12, 71.85, 128, 0
591.15, 60.12, 71.85, 128, 0
592.15, 60.12, 71.85, 128, 0
593.15, 60.12, 71.85, 128, 0
594.15, 60.12, 72.34, 128, 0
595.15, 60.12, 72.34, 128, 0
596.16, 60.12, 72.34, 128, 0
597.16, 60.12, 72.34, 128, 0
598.16, 60.12, 71.36, 128, 0
599.16, 59.14, 71.36, 128, 0
600.16, 59.14, 71.36, 128, 0
601.16, 59.14, 71.36, 128, 0
602.17, 58.65, 71.85, 128, 0
603.17, 59.14, 72.34, 128, 0
604.17, 59.14, 71.85, 128, 0
605.17, 59.14, 72.34, 128, 0
606.17, 59.14, 72.83, 128, 0
607.18, 58.65, 71.85, 128, 0
608.18, 58.65, 71.85, 128, 0
609.18, 58.16, 71.85, 128, 0
610.18, 58.16, 71.36, 128, 0
611.18, 58.16, 72.34, 128, 0
612.19, 58.65, 72.34, 128, 0
613.19, 58.16, 72.34, 128, 0
614.19, 58.16, 72.34, 128, 0
615.19, 58.16, 71.36, 128, 0
616.19, 57.67, 71.85, 128, 0
617.20, 57.67, 71.36, 128, 0
618.20, 57.67, 71.85, 128, 0
619.20, 57.18, 71.85, 128, 0
620.20, 57.67, 72.34, 128, 0
621.20, 57.67, 72.34, 128, 0
622.21, 57.67, 72.34, 128, 0
623.21, 57.67, 72.83, 128, 0
624.21, 57.18, 71.85, 128, 0
625.21, 57.18, 71.85, 128, 0
626.21, 56.70, 71.85, 128, 0
627.22, 57.18, 71.36, 128, 0
628.22, 57.18, 72.34, 128, 0
629.22, 57.67, 72.34, 128, 0
630.22, 57.18, 72.34, 128, 0
631.22, 57.18, 72.34, 128, 0
632.22, 57.18, 71.36, 128, 0
633.23, 56.70, 71.36, 128, 0
634.23, 56.21, 71.36, 128, 0
635.23, 56.21, 71.85, 128, 0
636.23, 55.72, 71.85, 128, 0
637.23, 56.70, 71.85, 128, 0
638.23, 56.70, 72.34, 128, 0
639.24, 56.70, 71.85, 128, 0
640.24, 56.70, 71.85, 128, 0
641.24, 56.21, 71.36, 128, 0
642.24, 56.21, 71.36, 128, 0
643.25, 55.72, 71.36, 128, 0
644.25, 55.72, 71.36, 128, 0
645.25, 56.21, 72.34, 128, 0
646.25, 56.21, 72.34, 128, 0
647.25, 56.21, 72.34, 128, 0
648.25, 56.21, 72.34, 128, 0
649.26, 55.72, 71.85, 128, 0
650.26, 55.72, 71.36, 128, 0
651.26, 55.23, 71.36, 128, 0
652.26, 55.72, 71.36, 128, 0
653.26, 55.72, 71.85, 128, 0
654.27, 56.21, 71.85, 128, 0
655.27, 55.72, 71.85, 128, 0
656.27, 55.72, 71.85, 128, 0
657.27, 56.21, 71.36, 128, 0
658.27, 55.23, 71.36, 128, 0
659.28, 55.23, 71.36, 128, 0
660.28, 55.23, 71.36, 128, 0
661.28, 54.74, 71.85, 128, 0
662.28, 55.23, 71.85, 128, 0
663.28, 55.23, 71.36, 128, 0
664.28, 55.23, 71.36, 128, 0
665.29, 54.74, 71.85, 128, 0
666.29, 54.74, 70.87, 128, 0
667.29, 54.25, 70.87, 128, 0
668.29, 54.25, 70.87, 128, 0
669.29, 54.25, 71.36, 128, 0
670.30, 54.74, 71.36, 128, 0
671.30, 54.74, 71.85, 128, 0
672.30, 54.74, 71.36, 128, 0
673.30, 54.25, 71.36, 128, 0
674.30, 54.25, 70.87, 128, 0
